GEOID,group
49039,2
49041,2
49043,2
49045,2
49047,2
49049,2
49051,2
49053,2
49055,2
49057,2
50001,2
50003,2
50005,2
50007,2
50009,2
50011,2
50013,2
50015,2
50017,2
50019,2
50021,2
50023,2
50025,2
50027,2
51001,2
51003,2
51005,2
51007,2
51009,2
51011,2
51013,2
51015,2
51017,2
51019,2
51021,2
51023,2
51025,2
51027,2
51029,2
51031,2
51033,2
51035,2
51036,2
51037,2
51041,2
51043,2
51045,2
51047,2
51049,2
51051,2
51053,2
51057,2
51059,0
51061,2
51063,2
51065,2
51067,2
51069,2
51071,2
51073,2
51075,2
51077,2
51079,2
51081,2
51083,2
51085,2
51087,2
51089,2
51091,2
51093,2
51095,2
51097,2
51099,2
51101,2
51103,2
51105,2
51107,2
51109,2
51111,2
51113,2
51115,2
51117,2
51119,2
51121,2
51125,2
51127,2
51131,2
51133,2
51135,2
51137,2
51139,2
51141,2
51143,2
51145,2
51147,2
51149,2
51153,2
51155,2
51157,2
51159,2
51161,2
51163,2
51165,2
51167,2
51169,2
51171,2
51173,2
51175,2
51177,2
51179,2
51181,2
51183,2
51185,2
51187,2
51191,2
51193,2
51195,2
51197,2
51199,2
51510,2
51520,2
51530,2
51540,2
51550,2
51570,2
51580,2
51590,2
51595,2
51600,2
51610,2
51620,2
51630,2
51640,2
51650,2
51660,2
51670,2
51678,2
51680,2
51683,2
51685,2
51690,2
51700,2
51710,2
51720,2
51730,2
51735,2
51740,2
51750,2
51760,2
51770,2
51775,2
51790,2
51800,2
51810,2
51820,2
51830,2
51840,2
53001,0
53003,2
53005,2
53007,2
53009,2
53011,2
53013,0
53015,2
53017,2
53019,2
53021,2
53023,2
53025,0
53027,2
53029,0
53031,2
53033,0
53035,2
53037,0
53039,0
53041,2
53043,2
53045,2
53047,0
53049,0
53051,0
53053,2
53055,2
53057,2
53059,2
53061,2
53063,0
53065,2
53067,2
53069,2
53071,0
53073,2
53075,2
53077,1
54001,2
54003,2
54005,2
54007,2
54009,2
54011,2
54013,2
54015,2
54017,2
54019,2
54021,2
54023,2
54025,2
54027,2
54029,2
54031,2
54033,2
54035,2
54037,2
54039,2
54041,2
54043,2
54045,2
54047,2
54049,2
54051,2
54053,2
54055,2
54057,2
54059,2
54061,2
54063,2
54065,2
54067,2
54069,2
54071,2
54073,2
54075,2
54077,2
54079,2
54081,2
54083,2
54085,2
54087,2
54089,2
54091,2
54093,2
54095,2
54097,2
54099,2
54101,2
54103,2
54105,2
54107,2
54109,2
55001,2
55003,2
55005,2
55007,2
55009,2
55011,2
55013,2
55015,2
55017,2
55019,2
55021,2
55023,2
55025,2
55027,2
55029,2
55031,2
55033,2
55035,2
55037,2
55039,2
55041,2
55043,2
55045,2
55047,2
55049,2
55051,2
55053,2
55055,2
55057,2
55059,2
55061,2
55063,2
55065,2
55067,2
55069,2
55071,2
55073,2
55075,2
55077,2
55078,2
55079,0
55081,2
55083,2
55085,2
55087,2
55089,2
55091,2
55093,2
55095,2
55097,2
55099,2
55101,2
55103,2
55105,2
55107,2
55109,2
55111,2
55113,2
55115,2
55117,2
55119,2
55121,2
55123,2
55125,2
55127,2
55129,2
55131,2
55133,0
55135,2
55137,2
55139,2
55141,2
56001,0
56003,0
56005,0
56007,0
56009,0
56011,0
56013,0
56015,0
56017,0
56019,0
56021,0
56023,0
56025,0
56027,0
56029,0
56031,0
56033,0
56035,0
56037,0
56039,0
56041,0
56043,0
56045,0
60010,0
60020,0
60030,0
60040,0
60050,0
66010,0
69085,0
69100,0
69110,0
69120,0
72001,0
72003,0
72005,0
72007,0
72009,0
72011,0
72013,0
72015,0
72017,0
72019,0
72021,0
72023,0
72025,0
72027,0
72029,0
72031,0
72033,0
72035,0
72037,0
72039,0
72041,0
72043,0
72045,0
72047,0
72049,0
72051,0
72053,0
72054,0
72055,0
72057,0
72059,0
72061,0
72063,0
72065,0
72067,0
72069,0
72071,0
72073,0
72075,0
72077,0
72079,0
72081,0
72083,0
72085,0
72087,0
72089,0
72091,0
72093,0
72095,0
72097,0
72099,0
72101,0
72103,0
72105,0
72107,0
72109,0
72111,0
72113,0
72115,0
72117,0
72119,0
72121,0
72123,0
72125,0
72127,0
72129,0
72131,0
72133,0
72135,0
72137,0
72139,0
72141,0
72143,0
72145,0
72147,0
72149,0
72151,0
72153,0
78010,0
78020,0
78030,0
