type,GEOID,month,filings_2020,filings_avg,last_updated
ZIP Code,15004,07/2020,0,0,2024-10-12
ZIP Code,15004,08/2020,0,0.5,2024-10-12
ZIP Code,15004,09/2020,0,0,2024-10-12
ZIP Code,15004,10/2020,0,0,2024-10-12
ZIP Code,15004,11/2020,0,0,2024-10-12
ZIP Code,15004,12/2020,0,0,2024-10-12
ZIP Code,15004,01/2021,0,0.25,2024-10-12
ZIP Code,15004,02/2021,0,0.25,2024-10-12
ZIP Code,15004,03/2021,0,0,2024-10-12
ZIP Code,15004,04/2021,1,0,2024-10-12
ZIP Code,15004,05/2021,0,0.5,2024-10-12
ZIP Code,15004,06/2021,1,0,2024-10-12
ZIP Code,15004,07/2021,1,0,2024-10-12
ZIP Code,15004,08/2021,0,0.5,2024-10-12
ZIP Code,15004,09/2021,1,0,2024-10-12
ZIP Code,15004,10/2021,0,0,2024-10-12
ZIP Code,15004,11/2021,0,0,2024-10-12
ZIP Code,15004,12/2021,0,0,2024-10-12
ZIP Code,15004,01/2022,0,0.25,2024-10-12
ZIP Code,15004,02/2022,0,0.25,2024-10-12
ZIP Code,15004,03/2022,0,0,2024-10-12
ZIP Code,15004,04/2022,0,0,2024-10-12
ZIP Code,15004,05/2022,0,0.5,2024-10-12
ZIP Code,15004,06/2022,0,0,2024-10-12
ZIP Code,15004,07/2022,0,0,2024-10-12
ZIP Code,15004,08/2022,0,0.5,2024-10-12
ZIP Code,15004,09/2022,0,0,2024-10-12
ZIP Code,15004,10/2022,0,0,2024-10-12
ZIP Code,15004,11/2022,0,0,2024-10-12
ZIP Code,15004,12/2022,0,0,2024-10-12
ZIP Code,15004,01/2023,0,0.25,2024-10-12
ZIP Code,15004,02/2023,0,0.25,2024-10-12
ZIP Code,15004,03/2023,0,0,2024-10-12
ZIP Code,15004,04/2023,0,0,2024-10-12
ZIP Code,15004,05/2023,0,0.5,2024-10-12
ZIP Code,15004,06/2023,0,0,2024-10-12
ZIP Code,15004,07/2023,0,0,2024-10-12
ZIP Code,15004,08/2023,1,0.5,2024-10-12
ZIP Code,15004,09/2023,0,0,2024-10-12
ZIP Code,15004,10/2023,0,0,2024-10-12
ZIP Code,15004,11/2023,0,0,2024-10-12
ZIP Code,15004,12/2023,0,0,2024-10-12
ZIP Code,15004,01/2024,0,0.25,2024-10-12
ZIP Code,15004,02/2024,0,0.25,2024-10-12
ZIP Code,15004,03/2024,0,0,2024-10-12
ZIP Code,15004,04/2024,0,0,2024-10-12
ZIP Code,15004,05/2024,0,0.5,2024-10-12
ZIP Code,15004,06/2024,0,0,2024-10-12
ZIP Code,15004,07/2024,0,0,2024-10-12
ZIP Code,15004,08/2024,0,0.5,2024-10-12
ZIP Code,15004,09/2024,0,0,2024-10-12
ZIP Code,15004,10/2024,0,0,2024-10-12
ZIP Code,15005,01/2020,6,2.75,2024-10-12
ZIP Code,15005,02/2020,4,0.5,2024-10-12
ZIP Code,15005,03/2020,1,1.25,2024-10-12
ZIP Code,15005,04/2020,0,0.75,2024-10-12
ZIP Code,15005,05/2020,0,0.5,2024-10-12
ZIP Code,15005,06/2020,0,1.5,2024-10-12
ZIP Code,15005,07/2020,0,0.75,2024-10-12
ZIP Code,15005,08/2020,1,1,2024-10-12
ZIP Code,15005,09/2020,8,1,2024-10-12
ZIP Code,15005,10/2020,1,3.25,2024-10-12
ZIP Code,15005,11/2020,0,2.5,2024-10-12
ZIP Code,15005,12/2020,0,0,2024-10-12
ZIP Code,15005,01/2021,1,2.75,2024-10-12
ZIP Code,15005,02/2021,1,0.5,2024-10-12
ZIP Code,15005,03/2021,3,1.25,2024-10-12
ZIP Code,15005,04/2021,0,0.75,2024-10-12
ZIP Code,15005,05/2021,0,0.5,2024-10-12
ZIP Code,15005,06/2021,1,1.5,2024-10-12
ZIP Code,15005,07/2021,2,0.75,2024-10-12
ZIP Code,15005,08/2021,0,1,2024-10-12
ZIP Code,15005,09/2021,5,1,2024-10-12
ZIP Code,15005,10/2021,1,3.25,2024-10-12
ZIP Code,15005,11/2021,0,2.5,2024-10-12
ZIP Code,15005,12/2021,0,0,2024-10-12
ZIP Code,15005,01/2022,1,2.75,2024-10-12
ZIP Code,15005,02/2022,5,0.5,2024-10-12
ZIP Code,15005,03/2022,7,1.25,2024-10-12
ZIP Code,15005,04/2022,0,0.75,2024-10-12
ZIP Code,15005,05/2022,3,0.5,2024-10-12
ZIP Code,15005,06/2022,2,1.5,2024-10-12
ZIP Code,15005,07/2022,5,0.75,2024-10-12
ZIP Code,15005,08/2022,3,1,2024-10-12
ZIP Code,15005,09/2022,5,1,2024-10-12
ZIP Code,15005,10/2022,1,3.25,2024-10-12
ZIP Code,15005,11/2022,0,2.5,2024-10-12
ZIP Code,15005,12/2022,2,0,2024-10-12
ZIP Code,15005,01/2023,5,2.75,2024-10-12
ZIP Code,15005,02/2023,6,0.5,2024-10-12
ZIP Code,15005,03/2023,3,1.25,2024-10-12
ZIP Code,15005,04/2023,1,0.75,2024-10-12
ZIP Code,15005,05/2023,6,0.5,2024-10-12
ZIP Code,15005,06/2023,9,1.5,2024-10-12
ZIP Code,15005,07/2023,1,0.75,2024-10-12
ZIP Code,15005,08/2023,0,1,2024-10-12
ZIP Code,15005,09/2023,4,1,2024-10-12
ZIP Code,15005,10/2023,2,3.25,2024-10-12
ZIP Code,15005,11/2023,2,2.5,2024-10-12
ZIP Code,15005,12/2023,4,0,2024-10-12
ZIP Code,15005,01/2024,8,2.75,2024-10-12
ZIP Code,15005,02/2024,3,0.5,2024-10-12
ZIP Code,15005,03/2024,6,1.25,2024-10-12
ZIP Code,15005,04/2024,4,0.75,2024-10-12
ZIP Code,15005,05/2024,6,0.5,2024-10-12
ZIP Code,15005,06/2024,3,1.5,2024-10-12
ZIP Code,15005,07/2024,6,0.75,2024-10-12
ZIP Code,15005,08/2024,4,1,2024-10-12
ZIP Code,15005,09/2024,5,1,2024-10-12
ZIP Code,15005,10/2024,0,3,2024-10-12
ZIP Code,15006,01/2020,0,0,2024-10-12
ZIP Code,15006,02/2020,0,0,2024-10-12
ZIP Code,15006,03/2020,0,0.25,2024-10-12
ZIP Code,15006,04/2020,0,0,2024-10-12
ZIP Code,15006,05/2020,0,0.25,2024-10-12
ZIP Code,15006,06/2020,0,0,2024-10-12
ZIP Code,15006,07/2020,0,0,2024-10-12
ZIP Code,15006,08/2020,0,0.25,2024-10-12
ZIP Code,15006,09/2020,1,0,2024-10-12
ZIP Code,15006,10/2020,0,0,2024-10-12
ZIP Code,15006,11/2020,0,0.25,2024-10-12
ZIP Code,15006,12/2020,0,0,2024-10-12
ZIP Code,15006,01/2021,0,0,2024-10-12
ZIP Code,15006,02/2021,0,0,2024-10-12
ZIP Code,15006,03/2021,0,0.25,2024-10-12
ZIP Code,15006,04/2021,0,0,2024-10-12
ZIP Code,15006,05/2021,0,0.25,2024-10-12
ZIP Code,15006,06/2021,0,0,2024-10-12
ZIP Code,15006,07/2021,0,0,2024-10-12
ZIP Code,15006,08/2021,0,0.25,2024-10-12
ZIP Code,15006,09/2021,0,0,2024-10-12
ZIP Code,15006,10/2021,0,0,2024-10-12
ZIP Code,15006,11/2021,0,0.25,2024-10-12
ZIP Code,15006,12/2021,0,0,2024-10-12
ZIP Code,15006,01/2022,0,0,2024-10-12
ZIP Code,15006,02/2022,0,0,2024-10-12
ZIP Code,15006,03/2022,0,0.25,2024-10-12
ZIP Code,15006,04/2022,0,0,2024-10-12
ZIP Code,15006,05/2022,0,0.25,2024-10-12
ZIP Code,15006,06/2022,0,0,2024-10-12
ZIP Code,15006,07/2022,0,0,2024-10-12
ZIP Code,15006,08/2022,0,0.25,2024-10-12
ZIP Code,15006,09/2022,0,0,2024-10-12
ZIP Code,15006,10/2022,0,0,2024-10-12
ZIP Code,15006,11/2022,0,0.25,2024-10-12
ZIP Code,15006,12/2022,0,0,2024-10-12
ZIP Code,15006,01/2023,0,0,2024-10-12
ZIP Code,15006,02/2023,0,0,2024-10-12
ZIP Code,15006,03/2023,0,0.25,2024-10-12
ZIP Code,15006,04/2023,0,0,2024-10-12
ZIP Code,15006,05/2023,0,0.25,2024-10-12
ZIP Code,15006,06/2023,0,0,2024-10-12
ZIP Code,15006,07/2023,0,0,2024-10-12
ZIP Code,15006,08/2023,0,0.25,2024-10-12
ZIP Code,15006,09/2023,0,0,2024-10-12
ZIP Code,15006,10/2023,0,0,2024-10-12
ZIP Code,15006,11/2023,0,0.25,2024-10-12
ZIP Code,15006,12/2023,0,0,2024-10-12
ZIP Code,15006,01/2024,0,0,2024-10-12
ZIP Code,15006,02/2024,0,0,2024-10-12
ZIP Code,15006,03/2024,0,0.25,2024-10-12
ZIP Code,15006,04/2024,0,0,2024-10-12
ZIP Code,15006,05/2024,0,0.25,2024-10-12
ZIP Code,15006,06/2024,1,0,2024-10-12
ZIP Code,15006,07/2024,0,0,2024-10-12
ZIP Code,15006,08/2024,0,0.25,2024-10-12
ZIP Code,15006,09/2024,0,0,2024-10-12
ZIP Code,15006,10/2024,0,0,2024-10-12
ZIP Code,15007,01/2020,1,0.25,2024-10-12
ZIP Code,15007,02/2020,0,0,2024-10-12
ZIP Code,15007,03/2020,0,0,2024-10-12
ZIP Code,15007,04/2020,0,0,2024-10-12
ZIP Code,15007,05/2020,0,0,2024-10-12
ZIP Code,15007,06/2020,0,0,2024-10-12
ZIP Code,15007,07/2020,0,0,2024-10-12
ZIP Code,15007,08/2020,0,0,2024-10-12
ZIP Code,15007,09/2020,1,0,2024-10-12
ZIP Code,15007,10/2020,0,0,2024-10-12
ZIP Code,15007,11/2020,0,0,2024-10-12
ZIP Code,15007,12/2020,0,0,2024-10-12
ZIP Code,15007,01/2021,1,0.25,2024-10-12
ZIP Code,15007,02/2021,0,0,2024-10-12
ZIP Code,15007,03/2021,1,0,2024-10-12
ZIP Code,15007,04/2021,0,0,2024-10-12
ZIP Code,15007,05/2021,0,0,2024-10-12
ZIP Code,15007,06/2021,1,0,2024-10-12
ZIP Code,15007,07/2021,0,0,2024-10-12
ZIP Code,15007,08/2021,1,0,2024-10-12
ZIP Code,15007,09/2021,0,0,2024-10-12
ZIP Code,15007,10/2021,0,0,2024-10-12
ZIP Code,15007,11/2021,0,0,2024-10-12
ZIP Code,15007,12/2021,0,0,2024-10-12
ZIP Code,15007,01/2022,0,0.25,2024-10-12
ZIP Code,15007,02/2022,0,0,2024-10-12
ZIP Code,15007,03/2022,0,0,2024-10-12
ZIP Code,15007,04/2022,0,0,2024-10-12
ZIP Code,15007,05/2022,0,0,2024-10-12
ZIP Code,15007,06/2022,0,0,2024-10-12
ZIP Code,15007,07/2022,0,0,2024-10-12
ZIP Code,15007,08/2022,0,0,2024-10-12
ZIP Code,15007,09/2022,0,0,2024-10-12
ZIP Code,15007,10/2022,0,0,2024-10-12
ZIP Code,15007,11/2022,0,0,2024-10-12
ZIP Code,15007,12/2022,0,0,2024-10-12
ZIP Code,15007,01/2023,0,0.25,2024-10-12
ZIP Code,15007,02/2023,0,0,2024-10-12
ZIP Code,15007,03/2023,0,0,2024-10-12
ZIP Code,15007,04/2023,0,0,2024-10-12
ZIP Code,15007,05/2023,0,0,2024-10-12
ZIP Code,15007,06/2023,0,0,2024-10-12
ZIP Code,15007,07/2023,0,0,2024-10-12
ZIP Code,15007,08/2023,0,0,2024-10-12
ZIP Code,15007,09/2023,0,0,2024-10-12
ZIP Code,15007,10/2023,0,0,2024-10-12
ZIP Code,15007,11/2023,0,0,2024-10-12
ZIP Code,15007,12/2023,0,0,2024-10-12
ZIP Code,15007,01/2024,0,0.25,2024-10-12
ZIP Code,15007,02/2024,0,0,2024-10-12
ZIP Code,15007,03/2024,0,0,2024-10-12
ZIP Code,15007,04/2024,0,0,2024-10-12
ZIP Code,15007,05/2024,0,0,2024-10-12
ZIP Code,15007,06/2024,0,0,2024-10-12
ZIP Code,15007,07/2024,0,0,2024-10-12
ZIP Code,15007,08/2024,0,0,2024-10-12
ZIP Code,15007,09/2024,0,0,2024-10-12
ZIP Code,15007,10/2024,0,0,2024-10-12
ZIP Code,15009,01/2020,1,3.5,2024-10-12
ZIP Code,15009,02/2020,0,3,2024-10-12
ZIP Code,15009,03/2020,1,2,2024-10-12
ZIP Code,15009,04/2020,0,2.75,2024-10-12
ZIP Code,15009,05/2020,0,1.75,2024-10-12
ZIP Code,15009,06/2020,2,3,2024-10-12
ZIP Code,15009,07/2020,3,2.25,2024-10-12
ZIP Code,15009,08/2020,1,3,2024-10-12
ZIP Code,15009,09/2020,0,3.5,2024-10-12
ZIP Code,15009,10/2020,1,2.75,2024-10-12
ZIP Code,15009,11/2020,0,1,2024-10-12
ZIP Code,15009,12/2020,0,1.5,2024-10-12
ZIP Code,15009,01/2021,2,3.5,2024-10-12
ZIP Code,15009,02/2021,1,3,2024-10-12
ZIP Code,15009,03/2021,0,2,2024-10-12
ZIP Code,15009,04/2021,0,2.75,2024-10-12
ZIP Code,15009,05/2021,0,1.75,2024-10-12
ZIP Code,15009,06/2021,2,3,2024-10-12
ZIP Code,15009,07/2021,2,2.25,2024-10-12
ZIP Code,15009,08/2021,3,3,2024-10-12
ZIP Code,15009,09/2021,1,3.5,2024-10-12
ZIP Code,15009,10/2021,2,2.75,2024-10-12
ZIP Code,15009,11/2021,2,1,2024-10-12
ZIP Code,15009,12/2021,1,1.5,2024-10-12
ZIP Code,15009,01/2022,3,3.5,2024-10-12
ZIP Code,15009,02/2022,1,3,2024-10-12
ZIP Code,15009,03/2022,3,2,2024-10-12
ZIP Code,15009,04/2022,0,2.75,2024-10-12
ZIP Code,15009,05/2022,3,1.75,2024-10-12
ZIP Code,15009,06/2022,1,3,2024-10-12
ZIP Code,15009,07/2022,8,2.25,2024-10-12
ZIP Code,15009,08/2022,3,3,2024-10-12
ZIP Code,15009,09/2022,9,3.5,2024-10-12
ZIP Code,15009,10/2022,1,2.75,2024-10-12
ZIP Code,15009,11/2022,2,1,2024-10-12
ZIP Code,15009,12/2022,2,1.5,2024-10-12
ZIP Code,15009,01/2023,5,3.5,2024-10-12
ZIP Code,15009,02/2023,5,3,2024-10-12
ZIP Code,15009,03/2023,6,2,2024-10-12
ZIP Code,15009,04/2023,3,2.75,2024-10-12
ZIP Code,15009,05/2023,1,1.75,2024-10-12
ZIP Code,15009,06/2023,5,3,2024-10-12
ZIP Code,15009,07/2023,2,2.25,2024-10-12
ZIP Code,15009,08/2023,7,3,2024-10-12
ZIP Code,15009,09/2023,4,3.5,2024-10-12
ZIP Code,15009,10/2023,8,2.75,2024-10-12
ZIP Code,15009,11/2023,6,1,2024-10-12
ZIP Code,15009,12/2023,2,1.5,2024-10-12
ZIP Code,15009,01/2024,6,3.5,2024-10-12
ZIP Code,15009,02/2024,3,3,2024-10-12
ZIP Code,15009,03/2024,9,2,2024-10-12
ZIP Code,15009,04/2024,4,2.75,2024-10-12
ZIP Code,15009,05/2024,1,1.75,2024-10-12
ZIP Code,15009,06/2024,5,3,2024-10-12
ZIP Code,15009,07/2024,4,2.25,2024-10-12
ZIP Code,15009,08/2024,6,3,2024-10-12
ZIP Code,15009,09/2024,3,3.5,2024-10-12
ZIP Code,15009,10/2024,1,0.75,2024-10-12
ZIP Code,15010,01/2020,33,23.75,2024-10-12
ZIP Code,15010,02/2020,18,27,2024-10-12
ZIP Code,15010,03/2020,17,18.5,2024-10-12
ZIP Code,15010,04/2020,0,18.75,2024-10-12
ZIP Code,15010,05/2020,1,22.75,2024-10-12
ZIP Code,15010,06/2020,11,25.5,2024-10-12
ZIP Code,15010,07/2020,5,23,2024-10-12
ZIP Code,15010,08/2020,3,28.5,2024-10-12
ZIP Code,15010,09/2020,12,30.25,2024-10-12
ZIP Code,15010,10/2020,12,25,2024-10-12
ZIP Code,15010,11/2020,11,20.75,2024-10-12
ZIP Code,15010,12/2020,12,16,2024-10-12
ZIP Code,15010,01/2021,19,23.75,2024-10-12
ZIP Code,15010,02/2021,6,27,2024-10-12
ZIP Code,15010,03/2021,9,18.5,2024-10-12
ZIP Code,15010,04/2021,8,18.75,2024-10-12
ZIP Code,15010,05/2021,14,22.75,2024-10-12
ZIP Code,15010,06/2021,11,25.5,2024-10-12
ZIP Code,15010,07/2021,18,23,2024-10-12
ZIP Code,15010,08/2021,10,28.5,2024-10-12
ZIP Code,15010,09/2021,42,30.25,2024-10-12
ZIP Code,15010,10/2021,16,25,2024-10-12
ZIP Code,15010,11/2021,16,20.75,2024-10-12
ZIP Code,15010,12/2021,8,16,2024-10-12
ZIP Code,15010,01/2022,18,23.75,2024-10-12
ZIP Code,15010,02/2022,30,27,2024-10-12
ZIP Code,15010,03/2022,12,18.5,2024-10-12
ZIP Code,15010,04/2022,15,18.75,2024-10-12
ZIP Code,15010,05/2022,32,22.75,2024-10-12
ZIP Code,15010,06/2022,15,25.5,2024-10-12
ZIP Code,15010,07/2022,30,23,2024-10-12
ZIP Code,15010,08/2022,17,28.5,2024-10-12
ZIP Code,15010,09/2022,37,30.25,2024-10-12
ZIP Code,15010,10/2022,24,25,2024-10-12
ZIP Code,15010,11/2022,32,20.75,2024-10-12
ZIP Code,15010,12/2022,13,16,2024-10-12
ZIP Code,15010,01/2023,50,23.75,2024-10-12
ZIP Code,15010,02/2023,22,27,2024-10-12
ZIP Code,15010,03/2023,35,18.5,2024-10-12
ZIP Code,15010,04/2023,20,18.75,2024-10-12
ZIP Code,15010,05/2023,28,22.75,2024-10-12
ZIP Code,15010,06/2023,17,25.5,2024-10-12
ZIP Code,15010,07/2023,21,23,2024-10-12
ZIP Code,15010,08/2023,19,28.5,2024-10-12
ZIP Code,15010,09/2023,32,30.25,2024-10-12
ZIP Code,15010,10/2023,24,25,2024-10-12
ZIP Code,15010,11/2023,35,20.75,2024-10-12
ZIP Code,15010,12/2023,29,16,2024-10-12
ZIP Code,15010,01/2024,39,23.75,2024-10-12
ZIP Code,15010,02/2024,23,27,2024-10-12
ZIP Code,15010,03/2024,15,18.5,2024-10-12
ZIP Code,15010,04/2024,20,18.75,2024-10-12
ZIP Code,15010,05/2024,23,22.75,2024-10-12
ZIP Code,15010,06/2024,19,25.5,2024-10-12
ZIP Code,15010,07/2024,32,23,2024-10-12
ZIP Code,15010,08/2024,20,28.5,2024-10-12
ZIP Code,15010,09/2024,38,30.25,2024-10-12
ZIP Code,15010,10/2024,1,9,2024-10-12
ZIP Code,15012,01/2020,12,7.5,2024-10-12
ZIP Code,15012,02/2020,0,7,2024-10-12
ZIP Code,15012,03/2020,6,4.5,2024-10-12
ZIP Code,15012,04/2020,0,5.25,2024-10-12
ZIP Code,15012,05/2020,0,8,2024-10-12
ZIP Code,15012,06/2020,0,11.5,2024-10-12
ZIP Code,15012,07/2020,0,8.75,2024-10-12
ZIP Code,15012,08/2020,0,5.75,2024-10-12
ZIP Code,15012,09/2020,3,10.5,2024-10-12
ZIP Code,15012,10/2020,11,7,2024-10-12
ZIP Code,15012,11/2020,4,6.75,2024-10-12
ZIP Code,15012,12/2020,1,2.75,2024-10-12
ZIP Code,15012,01/2021,1,7.5,2024-10-12
ZIP Code,15012,02/2021,0,7,2024-10-12
ZIP Code,15012,03/2021,12,4.5,2024-10-12
ZIP Code,15012,04/2021,0,5.25,2024-10-12
ZIP Code,15012,05/2021,0,8,2024-10-12
ZIP Code,15012,06/2021,9,11.5,2024-10-12
ZIP Code,15012,07/2021,4,8.75,2024-10-12
ZIP Code,15012,08/2021,2,5.75,2024-10-12
ZIP Code,15012,09/2021,1,10.5,2024-10-12
ZIP Code,15012,10/2021,3,7,2024-10-12
ZIP Code,15012,11/2021,9,6.75,2024-10-12
ZIP Code,15012,12/2021,6,2.75,2024-10-12
ZIP Code,15012,01/2022,5,7.5,2024-10-12
ZIP Code,15012,02/2022,1,7,2024-10-12
ZIP Code,15012,03/2022,8,4.5,2024-10-12
ZIP Code,15012,04/2022,1,5.25,2024-10-12
ZIP Code,15012,05/2022,7,8,2024-10-12
ZIP Code,15012,06/2022,8,11.5,2024-10-12
ZIP Code,15012,07/2022,4,8.75,2024-10-12
ZIP Code,15012,08/2022,4,5.75,2024-10-12
ZIP Code,15012,09/2022,3,10.5,2024-10-12
ZIP Code,15012,10/2022,5,7,2024-10-12
ZIP Code,15012,11/2022,7,6.75,2024-10-12
ZIP Code,15012,12/2022,1,2.75,2024-10-12
ZIP Code,15012,01/2023,4,7.5,2024-10-12
ZIP Code,15012,02/2023,2,7,2024-10-12
ZIP Code,15012,03/2023,3,4.5,2024-10-12
ZIP Code,15012,04/2023,2,5.25,2024-10-12
ZIP Code,15012,05/2023,6,8,2024-10-12
ZIP Code,15012,06/2023,5,11.5,2024-10-12
ZIP Code,15012,07/2023,2,8.75,2024-10-12
ZIP Code,15012,08/2023,8,5.75,2024-10-12
ZIP Code,15012,09/2023,5,10.5,2024-10-12
ZIP Code,15012,10/2023,8,7,2024-10-12
ZIP Code,15012,11/2023,0,6.75,2024-10-12
ZIP Code,15012,12/2023,4,2.75,2024-10-12
ZIP Code,15012,01/2024,6,7.5,2024-10-12
ZIP Code,15012,02/2024,11,7,2024-10-12
