type,GEOID,month,filings_2020,filings_avg,last_updated
Census Tract,09001010102,08/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010102,09/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010102,10/2021,0,0,2022-02-26
Census Tract,09001010102,11/2021,0,0,2022-02-26
Census Tract,09001010102,12/2021,1,0,2022-02-26
Census Tract,09001010102,01/2022,0,0,2022-02-26
Census Tract,09001010102,02/2022,2,0,2022-02-26
Census Tract,09001010201,01/2020,0,0,2022-02-26
Census Tract,09001010201,02/2020,0,0,2022-02-26
Census Tract,09001010201,03/2020,0,0,2022-02-26
Census Tract,09001010201,04/2020,0,0,2022-02-26
Census Tract,09001010201,05/2020,0,0,2022-02-26
Census Tract,09001010201,06/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010201,07/2020,0,0,2022-02-26
Census Tract,09001010201,08/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010201,09/2020,1,0,2022-02-26
Census Tract,09001010201,10/2020,0,0,2022-02-26
Census Tract,09001010201,11/2020,0,0,2022-02-26
Census Tract,09001010201,12/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010201,01/2021,0,0,2022-02-26
Census Tract,09001010201,02/2021,0,0,2022-02-26
Census Tract,09001010201,03/2021,0,0,2022-02-26
Census Tract,09001010201,04/2021,0,0,2022-02-26
Census Tract,09001010201,05/2021,0,0,2022-02-26
Census Tract,09001010201,06/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010201,07/2021,0,0,2022-02-26
Census Tract,09001010201,08/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010201,09/2021,0,0,2022-02-26
Census Tract,09001010201,10/2021,0,0,2022-02-26
Census Tract,09001010201,11/2021,0,0,2022-02-26
Census Tract,09001010201,12/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010201,01/2022,0,0,2022-02-26
Census Tract,09001010201,02/2022,0,0,2022-02-26
Census Tract,09001010202,01/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010202,02/2020,1,0.333333333333333,2022-02-26
Census Tract,09001010202,03/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010202,04/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010202,05/2020,0,1.66666666666667,2022-02-26
Census Tract,09001010202,06/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010202,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010202,08/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010202,09/2020,0,1,2022-02-26
Census Tract,09001010202,10/2020,0,0,2022-02-26
Census Tract,09001010202,11/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010202,12/2020,0,1,2022-02-26
Census Tract,09001010202,01/2021,1,0.666666666666667,2022-02-26
Census Tract,09001010202,02/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010202,03/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010202,04/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010202,05/2021,0,1.66666666666667,2022-02-26
Census Tract,09001010202,06/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010202,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010202,08/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010202,09/2021,0,1,2022-02-26
Census Tract,09001010202,10/2021,0,0,2022-02-26
Census Tract,09001010202,11/2021,1,0.666666666666667,2022-02-26
Census Tract,09001010202,12/2021,3,1,2022-02-26
Census Tract,09001010202,01/2022,0,0.666666666666667,2022-02-26
Census Tract,09001010202,02/2022,0,0.333333333333333,2022-02-26
Census Tract,09001010300,01/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010300,02/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010300,03/2020,0,0,2022-02-26
Census Tract,09001010300,04/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010300,05/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010300,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010300,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010300,08/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010300,09/2020,0,0,2022-02-26
Census Tract,09001010300,10/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010300,11/2020,0,0,2022-02-26
Census Tract,09001010300,12/2020,0,0,2022-02-26
Census Tract,09001010300,01/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010300,02/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010300,03/2021,0,0,2022-02-26
Census Tract,09001010300,04/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010300,05/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010300,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010300,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010300,08/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010300,09/2021,0,0,2022-02-26
Census Tract,09001010300,10/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010300,11/2021,0,0,2022-02-26
Census Tract,09001010300,12/2021,0,0,2022-02-26
Census Tract,09001010300,01/2022,1,0.666666666666667,2022-02-26
Census Tract,09001010300,02/2022,0,0.333333333333333,2022-02-26
Census Tract,09001010400,01/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,02/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,03/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010400,04/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,05/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,06/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,07/2020,1,1,2022-02-26
Census Tract,09001010400,08/2020,0,1,2022-02-26
Census Tract,09001010400,09/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010400,10/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,11/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,12/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010400,01/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,02/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,03/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,04/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,05/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,06/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,07/2021,0,1,2022-02-26
Census Tract,09001010400,08/2021,1,1,2022-02-26
Census Tract,09001010400,09/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010400,10/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,11/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010400,12/2021,2,0.666666666666667,2022-02-26
Census Tract,09001010400,01/2022,2,0.666666666666667,2022-02-26
Census Tract,09001010400,02/2022,1,0.666666666666667,2022-02-26
Census Tract,09001010500,01/2020,5,2.66666666666667,2022-02-26
Census Tract,09001010500,02/2020,0,2.33333333333333,2022-02-26
Census Tract,09001010500,03/2020,2,2.66666666666667,2022-02-26
Census Tract,09001010500,04/2020,1,2,2022-02-26
Census Tract,09001010500,05/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010500,06/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010500,07/2020,0,2.33333333333333,2022-02-26
Census Tract,09001010500,08/2020,1,2.66666666666667,2022-02-26
Census Tract,09001010500,09/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010500,10/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010500,11/2020,0,2.33333333333333,2022-02-26
Census Tract,09001010500,12/2020,0,2,2022-02-26
Census Tract,09001010500,01/2021,1,2.66666666666667,2022-02-26
Census Tract,09001010500,02/2021,0,2.33333333333333,2022-02-26
Census Tract,09001010500,03/2021,1,2.66666666666667,2022-02-26
Census Tract,09001010500,04/2021,1,2,2022-02-26
Census Tract,09001010500,05/2021,1,1.33333333333333,2022-02-26
Census Tract,09001010500,06/2021,0,1.33333333333333,2022-02-26
Census Tract,09001010500,07/2021,1,2.33333333333333,2022-02-26
Census Tract,09001010500,08/2021,0,2.66666666666667,2022-02-26
Census Tract,09001010500,09/2021,7,1.33333333333333,2022-02-26
Census Tract,09001010500,10/2021,4,0.666666666666667,2022-02-26
Census Tract,09001010500,11/2021,4,2.33333333333333,2022-02-26
Census Tract,09001010500,12/2021,3,2,2022-02-26
Census Tract,09001010500,01/2022,3,2.66666666666667,2022-02-26
Census Tract,09001010500,02/2022,2,2.33333333333333,2022-02-26
Census Tract,09001010600,01/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010600,02/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010600,03/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010600,04/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010600,05/2020,0,2.33333333333333,2022-02-26
Census Tract,09001010600,06/2020,0,1,2022-02-26
Census Tract,09001010600,07/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010600,08/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010600,09/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010600,10/2020,0,0,2022-02-26
Census Tract,09001010600,11/2020,2,0.333333333333333,2022-02-26
Census Tract,09001010600,12/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010600,01/2021,0,1.33333333333333,2022-02-26
Census Tract,09001010600,02/2021,0,1.33333333333333,2022-02-26
Census Tract,09001010600,03/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010600,04/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010600,05/2021,0,2.33333333333333,2022-02-26
Census Tract,09001010600,06/2021,0,1,2022-02-26
Census Tract,09001010600,07/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010600,08/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010600,09/2021,2,0.333333333333333,2022-02-26
Census Tract,09001010600,10/2021,0,0,2022-02-26
Census Tract,09001010600,11/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010600,12/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010600,01/2022,2,1.33333333333333,2022-02-26
Census Tract,09001010600,02/2022,1,1.33333333333333,2022-02-26
Census Tract,09001010700,01/2020,0,2,2022-02-26
Census Tract,09001010700,02/2020,0,1,2022-02-26
Census Tract,09001010700,03/2020,1,0.333333333333333,2022-02-26
Census Tract,09001010700,04/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010700,05/2020,0,1.66666666666667,2022-02-26
Census Tract,09001010700,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010700,07/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010700,08/2020,0,1,2022-02-26
Census Tract,09001010700,09/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010700,10/2020,3,0.333333333333333,2022-02-26
Census Tract,09001010700,11/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010700,12/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010700,01/2021,0,2,2022-02-26
Census Tract,09001010700,02/2021,1,1,2022-02-26
Census Tract,09001010700,03/2021,2,0.333333333333333,2022-02-26
Census Tract,09001010700,04/2021,0,1.33333333333333,2022-02-26
Census Tract,09001010700,05/2021,0,1.66666666666667,2022-02-26
Census Tract,09001010700,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010700,07/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010700,08/2021,0,1,2022-02-26
Census Tract,09001010700,09/2021,7,0.666666666666667,2022-02-26
Census Tract,09001010700,10/2021,2,0.333333333333333,2022-02-26
Census Tract,09001010700,11/2021,7,0.333333333333333,2022-02-26
Census Tract,09001010700,12/2021,1,0.666666666666667,2022-02-26
Census Tract,09001010700,01/2022,0,2,2022-02-26
Census Tract,09001010700,02/2022,2,1,2022-02-26
Census Tract,09001010800,01/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010800,02/2020,1,0,2022-02-26
Census Tract,09001010800,03/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010800,04/2020,0,0,2022-02-26
Census Tract,09001010800,05/2020,0,0,2022-02-26
Census Tract,09001010800,06/2020,0,0,2022-02-26
Census Tract,09001010800,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010800,08/2020,0,0,2022-02-26
Census Tract,09001010800,09/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010800,10/2020,0,1,2022-02-26
Census Tract,09001010800,11/2020,0,0,2022-02-26
Census Tract,09001010800,12/2020,0,0,2022-02-26
Census Tract,09001010800,01/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010800,02/2021,0,0,2022-02-26
Census Tract,09001010800,03/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010800,04/2021,0,0,2022-02-26
Census Tract,09001010800,05/2021,0,0,2022-02-26
Census Tract,09001010800,06/2021,0,0,2022-02-26
Census Tract,09001010800,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010800,08/2021,0,0,2022-02-26
Census Tract,09001010800,09/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010800,10/2021,0,1,2022-02-26
Census Tract,09001010800,11/2021,0,0,2022-02-26
Census Tract,09001010800,12/2021,0,0,2022-02-26
Census Tract,09001010800,01/2022,0,0.333333333333333,2022-02-26
Census Tract,09001010800,02/2022,0,0,2022-02-26
Census Tract,09001010900,01/2020,1,0.666666666666667,2022-02-26
Census Tract,09001010900,02/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010900,03/2020,1,1,2022-02-26
Census Tract,09001010900,04/2020,0,1,2022-02-26
Census Tract,09001010900,05/2020,0,0,2022-02-26
Census Tract,09001010900,06/2020,0,0.666666666666667,2022-02-26
Census Tract,09001010900,07/2020,0,1.33333333333333,2022-02-26
Census Tract,09001010900,08/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010900,09/2020,0,0.333333333333333,2022-02-26
Census Tract,09001010900,10/2020,0,1,2022-02-26
Census Tract,09001010900,11/2020,1,0,2022-02-26
Census Tract,09001010900,12/2020,0,0,2022-02-26
Census Tract,09001010900,01/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010900,02/2021,0,0.333333333333333,2022-02-26
Census Tract,09001010900,03/2021,0,1,2022-02-26
Census Tract,09001010900,04/2021,0,1,2022-02-26
Census Tract,09001010900,05/2021,0,0,2022-02-26
Census Tract,09001010900,06/2021,0,0.666666666666667,2022-02-26
Census Tract,09001010900,07/2021,0,1.33333333333333,2022-02-26
Census Tract,09001010900,08/2021,1,0.333333333333333,2022-02-26
Census Tract,09001010900,09/2021,2,0.333333333333333,2022-02-26
Census Tract,09001010900,10/2021,0,1,2022-02-26
Census Tract,09001010900,11/2021,0,0,2022-02-26
Census Tract,09001010900,12/2021,1,0,2022-02-26
Census Tract,09001010900,01/2022,1,0.666666666666667,2022-02-26
Census Tract,09001010900,02/2022,0,0.333333333333333,2022-02-26
Census Tract,09001011000,01/2020,0,0,2022-02-26
Census Tract,09001011000,02/2020,0,0.666666666666667,2022-02-26
Census Tract,09001011000,03/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011000,04/2020,0,0.666666666666667,2022-02-26
Census Tract,09001011000,05/2020,0,0,2022-02-26
Census Tract,09001011000,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011000,07/2020,1,0,2022-02-26
Census Tract,09001011000,08/2020,0,1,2022-02-26
Census Tract,09001011000,09/2020,0,0,2022-02-26
Census Tract,09001011000,10/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011000,11/2020,0,0,2022-02-26
Census Tract,09001011000,12/2020,0,0,2022-02-26
Census Tract,09001011000,01/2021,0,0,2022-02-26
Census Tract,09001011000,02/2021,0,0.666666666666667,2022-02-26
Census Tract,09001011000,03/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011000,04/2021,0,0.666666666666667,2022-02-26
Census Tract,09001011000,05/2021,0,0,2022-02-26
Census Tract,09001011000,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011000,07/2021,0,0,2022-02-26
Census Tract,09001011000,08/2021,0,1,2022-02-26
Census Tract,09001011000,09/2021,0,0,2022-02-26
Census Tract,09001011000,10/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011000,11/2021,0,0,2022-02-26
Census Tract,09001011000,12/2021,1,0,2022-02-26
Census Tract,09001011000,01/2022,0,0,2022-02-26
Census Tract,09001011000,02/2022,0,0.666666666666667,2022-02-26
Census Tract,09001011100,01/2020,0,0,2022-02-26
Census Tract,09001011100,02/2020,0,0,2022-02-26
Census Tract,09001011100,03/2020,0,0,2022-02-26
Census Tract,09001011100,04/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011100,05/2020,0,0,2022-02-26
Census Tract,09001011100,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011100,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011100,08/2020,0,0,2022-02-26
Census Tract,09001011100,09/2020,0,0,2022-02-26
Census Tract,09001011100,10/2020,0,0,2022-02-26
Census Tract,09001011100,11/2020,1,0,2022-02-26
Census Tract,09001011100,12/2020,0,0,2022-02-26
Census Tract,09001011100,01/2021,0,0,2022-02-26
Census Tract,09001011100,02/2021,0,0,2022-02-26
Census Tract,09001011100,03/2021,0,0,2022-02-26
Census Tract,09001011100,04/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011100,05/2021,0,0,2022-02-26
Census Tract,09001011100,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011100,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011100,08/2021,0,0,2022-02-26
Census Tract,09001011100,09/2021,0,0,2022-02-26
Census Tract,09001011100,10/2021,0,0,2022-02-26
Census Tract,09001011100,11/2021,0,0,2022-02-26
Census Tract,09001011100,12/2021,0,0,2022-02-26
Census Tract,09001011100,01/2022,0,0,2022-02-26
Census Tract,09001011100,02/2022,1,0,2022-02-26
Census Tract,09001011200,01/2020,0,0,2022-02-26
Census Tract,09001011200,02/2020,0,0.666666666666667,2022-02-26
Census Tract,09001011200,03/2020,0,0,2022-02-26
Census Tract,09001011200,04/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011200,05/2020,0,1,2022-02-26
Census Tract,09001011200,06/2020,1,0,2022-02-26
Census Tract,09001011200,07/2020,0,0,2022-02-26
Census Tract,09001011200,08/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011200,09/2020,0,1,2022-02-26
Census Tract,09001011200,10/2020,0,0,2022-02-26
Census Tract,09001011200,11/2020,0,0,2022-02-26
Census Tract,09001011200,12/2020,0,0,2022-02-26
Census Tract,09001011200,01/2021,0,0,2022-02-26
Census Tract,09001011200,02/2021,0,0.666666666666667,2022-02-26
Census Tract,09001011200,03/2021,0,0,2022-02-26
Census Tract,09001011200,04/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011200,05/2021,0,1,2022-02-26
Census Tract,09001011200,06/2021,0,0,2022-02-26
Census Tract,09001011200,07/2021,0,0,2022-02-26
Census Tract,09001011200,08/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011200,09/2021,0,1,2022-02-26
Census Tract,09001011200,10/2021,0,0,2022-02-26
Census Tract,09001011200,11/2021,0,0,2022-02-26
Census Tract,09001011200,12/2021,0,0,2022-02-26
Census Tract,09001011200,01/2022,0,0,2022-02-26
Census Tract,09001011200,02/2022,0,0.666666666666667,2022-02-26
Census Tract,09001011300,01/2020,1,1,2022-02-26
Census Tract,09001011300,02/2020,3,1,2022-02-26
Census Tract,09001011300,03/2020,2,1,2022-02-26
Census Tract,09001011300,04/2020,0,0.666666666666667,2022-02-26
Census Tract,09001011300,05/2020,0,0,2022-02-26
Census Tract,09001011300,06/2020,0,1,2022-02-26
Census Tract,09001011300,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001011300,08/2020,0,1,2022-02-26
Census Tract,09001011300,09/2020,2,0.666666666666667,2022-02-26
Census Tract,09001011300,10/2020,1,0.333333333333333,2022-02-26
Census Tract,09001011300,11/2020,0,0,2022-02-26
Census Tract,09001011300,12/2020,0,1.33333333333333,2022-02-26
Census Tract,09001011300,01/2021,0,1,2022-02-26
Census Tract,09001011300,02/2021,0,1,2022-02-26
Census Tract,09001011300,03/2021,1,1,2022-02-26
Census Tract,09001011300,04/2021,0,0.666666666666667,2022-02-26
Census Tract,09001011300,05/2021,0,0,2022-02-26
Census Tract,09001011300,06/2021,0,1,2022-02-26
Census Tract,09001011300,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001011300,08/2021,0,1,2022-02-26
Census Tract,09001011300,09/2021,1,0.666666666666667,2022-02-26
Census Tract,09001011300,10/2021,2,0.333333333333333,2022-02-26
Census Tract,09001011300,11/2021,1,0,2022-02-26
Census Tract,09001011300,12/2021,1,1.33333333333333,2022-02-26
Census Tract,09001011300,01/2022,0,1,2022-02-26
Census Tract,09001011300,02/2022,0,1,2022-02-26
Census Tract,09001020100,01/2020,4,3.66666666666667,2022-02-26
Census Tract,09001020100,02/2020,5,3.66666666666667,2022-02-26
Census Tract,09001020100,03/2020,2,3,2022-02-26
Census Tract,09001020100,04/2020,1,2.66666666666667,2022-02-26
Census Tract,09001020100,05/2020,0,1.33333333333333,2022-02-26
Census Tract,09001020100,06/2020,0,3,2022-02-26
Census Tract,09001020100,07/2020,0,5.33333333333333,2022-02-26
Census Tract,09001020100,08/2020,0,2.33333333333333,2022-02-26
Census Tract,09001020100,09/2020,0,4,2022-02-26
Census Tract,09001020100,10/2020,0,2,2022-02-26
Census Tract,09001020100,11/2020,2,3.66666666666667,2022-02-26
Census Tract,09001020100,12/2020,1,3.66666666666667,2022-02-26
Census Tract,09001020100,01/2021,1,3.66666666666667,2022-02-26
Census Tract,09001020100,02/2021,3,3.66666666666667,2022-02-26
Census Tract,09001020100,03/2021,1,3,2022-02-26
Census Tract,09001020100,04/2021,0,2.66666666666667,2022-02-26
Census Tract,09001020100,05/2021,2,1.33333333333333,2022-02-26
Census Tract,09001020100,06/2021,2,3,2022-02-26
Census Tract,09001020100,07/2021,3,5.33333333333333,2022-02-26
Census Tract,09001020100,08/2021,1,2.33333333333333,2022-02-26
Census Tract,09001020100,09/2021,3,4,2022-02-26
Census Tract,09001020100,10/2021,4,2,2022-02-26
Census Tract,09001020100,11/2021,2,3.66666666666667,2022-02-26
Census Tract,09001020100,12/2021,4,3.66666666666667,2022-02-26
Census Tract,09001020100,01/2022,9,3.66666666666667,2022-02-26
Census Tract,09001020100,02/2022,4,3.66666666666667,2022-02-26
Census Tract,09001020200,01/2020,0,0,2022-02-26
Census Tract,09001020200,02/2020,0,0,2022-02-26
Census Tract,09001020200,03/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,04/2020,0,0,2022-02-26
Census Tract,09001020200,05/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,07/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,08/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,09/2020,0,0,2022-02-26
Census Tract,09001020200,10/2020,0,0,2022-02-26
Census Tract,09001020200,11/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,12/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020200,01/2021,0,0,2022-02-26
Census Tract,09001020200,02/2021,1,0,2022-02-26
Census Tract,09001020200,03/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,04/2021,0,0,2022-02-26
Census Tract,09001020200,05/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,07/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,08/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,09/2021,0,0,2022-02-26
Census Tract,09001020200,10/2021,0,0,2022-02-26
Census Tract,09001020200,11/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,12/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020200,01/2022,1,0,2022-02-26
Census Tract,09001020200,02/2022,0,0,2022-02-26
Census Tract,09001020300,01/2020,0,0,2022-02-26
Census Tract,09001020300,02/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020300,03/2020,0,0,2022-02-26
Census Tract,09001020300,04/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020300,05/2020,0,1,2022-02-26
Census Tract,09001020300,06/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020300,07/2020,0,0.666666666666667,2022-02-26
Census Tract,09001020300,08/2020,0,0.333333333333333,2022-02-26
Census Tract,09001020300,09/2020,0,0.666666666666667,2022-02-26
Census Tract,09001020300,10/2020,1,1,2022-02-26
Census Tract,09001020300,11/2020,0,1,2022-02-26
Census Tract,09001020300,12/2020,0,0,2022-02-26
Census Tract,09001020300,01/2021,1,0,2022-02-26
Census Tract,09001020300,02/2021,1,0.333333333333333,2022-02-26
Census Tract,09001020300,03/2021,1,0,2022-02-26
Census Tract,09001020300,04/2021,1,0.333333333333333,2022-02-26
Census Tract,09001020300,05/2021,1,1,2022-02-26
Census Tract,09001020300,06/2021,0,0.333333333333333,2022-02-26
Census Tract,09001020300,07/2021,0,0.666666666666667,2022-02-26
