type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,27001770300,11/2022,0,0.5,0.875,NA
Census Tract,27001770300,12/2022,0,0,1.25,NA
Census Tract,27001770300,01/2023,0,0.5,0.625,NA
Census Tract,27001770300,02/2023,0,0,0.875,NA
Census Tract,27001770300,03/2023,0,0,0.75,NA
Census Tract,27001770300,04/2023,1,1.5,0.875,NA
Census Tract,27001770300,05/2023,0,0,0.5,NA
Census Tract,27001770300,06/2023,0,0,1.375,NA
Census Tract,27001770300,07/2023,0,0,0.5,NA
Census Tract,27001770300,08/2023,1,1,0.75,NA
Census Tract,27001770300,09/2023,1,1.5,1,NA
Census Tract,27001770300,10/2023,0,1,1.25,NA
Census Tract,27001770300,11/2023,1,0.5,0.875,NA
Census Tract,27001770300,12/2023,0,0,1.25,NA
Census Tract,27001770300,01/2024,1,0.5,0.625,NA
Census Tract,27001770300,02/2024,0,0,0.875,NA
Census Tract,27001770300,03/2024,0,0,0.75,NA
Census Tract,27001770300,04/2024,2,1.5,0.875,NA
Census Tract,27001770300,05/2024,0,0,0.5,NA
Census Tract,27001770300,06/2024,0,0,1.375,NA
Census Tract,27001770300,07/2024,0,0,0.5,NA
Census Tract,27001770300,08/2024,1,1,0.75,NA
Census Tract,27001770300,09/2024,2,1.5,1,NA
Census Tract,27001770300,10/2024,2,1,1.25,NA
Census Tract,27001770300,11/2024,0,0.5,0.875,NA
Census Tract,27001770300,12/2024,0,0,1.25,NA
Census Tract,27001770300,01/2025,0,0.5,0.625,NA
Census Tract,27001770300,02/2025,0,0,0.875,NA
Census Tract,27001770300,03/2025,0,0,0.75,NA
Census Tract,27001770300,04/2025,0,1.5,0.875,NA
Census Tract,27001770300,05/2025,2,0,0.5,NA
Census Tract,27001770300,06/2025,0,0,1.375,NA
Census Tract,27001770300,07/2025,0,0,0.5,NA
Census Tract,27001770300,08/2025,0,1,0.75,NA
Census Tract,27001770300,09/2025,1,1.5,1,NA
Census Tract,27001770300,10/2025,1,1,1.25,NA
Census Tract,27001770300,11/2025,2,0.5,0.875,NA
Census Tract,27001770300,12/2025,3,0,1.25,NA
Census Tract,27001770300,01/2026,0,0.5,,NA
Census Tract,27001770300,02/2026,0,0,,14/02/2026
Census Tract,27001770401,01/2020,0,0,0,NA
Census Tract,27001770401,02/2020,0,0,0.25,NA
Census Tract,27001770401,03/2020,1,0,0,NA
Census Tract,27001770401,04/2020,0,0,0.25,NA
Census Tract,27001770401,05/2020,0,0,0.25,NA
Census Tract,27001770401,06/2020,0,0.5,0,NA
Census Tract,27001770401,07/2020,0,0,0.375,NA
Census Tract,27001770401,08/2020,0,0,0.25,NA
Census Tract,27001770401,09/2020,0,0,0,NA
Census Tract,27001770401,10/2020,0,0,0.375,NA
Census Tract,27001770401,11/2020,0,0,0,NA
Census Tract,27001770401,12/2020,0,0,0,NA
Census Tract,27001770401,01/2021,0,0,0,NA
Census Tract,27001770401,02/2021,0,0,0.25,NA
Census Tract,27001770401,03/2021,0,0,0,NA
Census Tract,27001770401,04/2021,0,0,0.25,NA
Census Tract,27001770401,05/2021,0,0,0.25,NA
Census Tract,27001770401,06/2021,0,0.5,0,NA
Census Tract,27001770401,07/2021,0,0,0.375,NA
Census Tract,27001770401,08/2021,0,0,0.25,NA
Census Tract,27001770401,09/2021,0,0,0,NA
Census Tract,27001770401,10/2021,0,0,0.375,NA
Census Tract,27001770401,11/2021,0,0,0,NA
Census Tract,27001770401,12/2021,0,0,0,NA
Census Tract,27001770401,01/2022,0,0,0,NA
Census Tract,27001770401,02/2022,0,0,0.25,NA
Census Tract,27001770401,03/2022,0,0,0,NA
Census Tract,27001770401,04/2022,0,0,0.25,NA
Census Tract,27001770401,05/2022,0,0,0.25,NA
Census Tract,27001770401,06/2022,0,0.5,0,NA
Census Tract,27001770401,07/2022,0,0,0.375,NA
Census Tract,27001770401,08/2022,0,0,0.25,NA
Census Tract,27001770401,09/2022,0,0,0,NA
Census Tract,27001770401,10/2022,0,0,0.375,NA
Census Tract,27001770401,11/2022,0,0,0,NA
Census Tract,27001770401,12/2022,0,0,0,NA
Census Tract,27001770401,01/2023,0,0,0,NA
Census Tract,27001770401,02/2023,0,0,0.25,NA
Census Tract,27001770401,03/2023,0,0,0,NA
Census Tract,27001770401,04/2023,0,0,0.25,NA
Census Tract,27001770401,05/2023,0,0,0.25,NA
Census Tract,27001770401,06/2023,1,0.5,0,NA
Census Tract,27001770401,07/2023,0,0,0.375,NA
Census Tract,27001770401,08/2023,0,0,0.25,NA
Census Tract,27001770401,09/2023,0,0,0,NA
Census Tract,27001770401,10/2023,0,0,0.375,NA
Census Tract,27001770401,11/2023,0,0,0,NA
Census Tract,27001770401,12/2023,0,0,0,NA
Census Tract,27001770401,01/2024,0,0,0,NA
Census Tract,27001770401,02/2024,0,0,0.25,NA
Census Tract,27001770401,03/2024,0,0,0,NA
Census Tract,27001770401,04/2024,0,0,0.25,NA
Census Tract,27001770401,05/2024,0,0,0.25,NA
Census Tract,27001770401,06/2024,0,0.5,0,NA
Census Tract,27001770401,07/2024,0,0,0.375,NA
Census Tract,27001770401,08/2024,0,0,0.25,NA
Census Tract,27001770401,09/2024,0,0,0,NA
Census Tract,27001770401,10/2024,0,0,0.375,NA
Census Tract,27001770401,11/2024,0,0,0,NA
Census Tract,27001770401,12/2024,0,0,0,NA
Census Tract,27001770401,01/2025,0,0,0,NA
Census Tract,27001770401,02/2025,0,0,0.25,NA
Census Tract,27001770401,03/2025,0,0,0,NA
Census Tract,27001770401,04/2025,0,0,0.25,NA
Census Tract,27001770401,05/2025,0,0,0.25,NA
Census Tract,27001770401,06/2025,0,0.5,0,NA
Census Tract,27001770401,07/2025,2,0,0.375,NA
Census Tract,27001770401,08/2025,0,0,0.25,NA
Census Tract,27001770401,09/2025,0,0,0,NA
Census Tract,27001770401,10/2025,1,0,0.375,NA
Census Tract,27001770401,11/2025,0,0,0,NA
Census Tract,27001770401,12/2025,0,0,0,NA
Census Tract,27001770401,01/2026,0,0,,NA
Census Tract,27001770401,02/2026,0,0,,14/02/2026
Census Tract,27001770402,01/2020,0,0,0.25,NA
Census Tract,27001770402,02/2020,0,1,0,NA
Census Tract,27001770402,03/2020,0,0.5,0.125,NA
Census Tract,27001770402,04/2020,0,0,0.5,NA
Census Tract,27001770402,05/2020,0,0.5,0.125,NA
Census Tract,27001770402,06/2020,0,0.5,0.125,NA
Census Tract,27001770402,07/2020,0,0,0.25,NA
Census Tract,27001770402,08/2020,0,0,0.5,NA
Census Tract,27001770402,09/2020,0,0.5,0.25,NA
Census Tract,27001770402,10/2020,0,0,0.125,NA
Census Tract,27001770402,11/2020,0,0,0.125,NA
Census Tract,27001770402,12/2020,0,0,0.5,NA
Census Tract,27001770402,01/2021,0,0,0.25,NA
Census Tract,27001770402,02/2021,0,1,0,NA
Census Tract,27001770402,03/2021,0,0.5,0.125,NA
Census Tract,27001770402,04/2021,0,0,0.5,NA
Census Tract,27001770402,05/2021,0,0.5,0.125,NA
Census Tract,27001770402,06/2021,0,0.5,0.125,NA
Census Tract,27001770402,07/2021,1,0,0.25,NA
Census Tract,27001770402,08/2021,1,0,0.5,NA
Census Tract,27001770402,09/2021,0,0.5,0.25,NA
Census Tract,27001770402,10/2021,1,0,0.125,NA
Census Tract,27001770402,11/2021,1,0,0.125,NA
Census Tract,27001770402,12/2021,0,0,0.5,NA
Census Tract,27001770402,01/2022,0,0,0.25,NA
Census Tract,27001770402,02/2022,0,1,0,NA
Census Tract,27001770402,03/2022,1,0.5,0.125,NA
Census Tract,27001770402,04/2022,0,0,0.5,NA
Census Tract,27001770402,05/2022,0,0.5,0.125,NA
Census Tract,27001770402,06/2022,0,0.5,0.125,NA
Census Tract,27001770402,07/2022,1,0,0.25,NA
Census Tract,27001770402,08/2022,0,0,0.5,NA
Census Tract,27001770402,09/2022,0,0.5,0.25,NA
Census Tract,27001770402,10/2022,0,0,0.125,NA
Census Tract,27001770402,11/2022,1,0,0.125,NA
Census Tract,27001770402,12/2022,1,0,0.5,NA
Census Tract,27001770402,01/2023,0,0,0.25,NA
Census Tract,27001770402,02/2023,1,1,0,NA
Census Tract,27001770402,03/2023,0,0.5,0.125,NA
Census Tract,27001770402,04/2023,0,0,0.5,NA
Census Tract,27001770402,05/2023,0,0.5,0.125,NA
Census Tract,27001770402,06/2023,0,0.5,0.125,NA
Census Tract,27001770402,07/2023,0,0,0.25,NA
Census Tract,27001770402,08/2023,0,0,0.5,NA
Census Tract,27001770402,09/2023,0,0.5,0.25,NA
Census Tract,27001770402,10/2023,0,0,0.125,NA
Census Tract,27001770402,11/2023,0,0,0.125,NA
Census Tract,27001770402,12/2023,0,0,0.5,NA
Census Tract,27001770402,01/2024,0,0,0.25,NA
Census Tract,27001770402,02/2024,1,1,0,NA
Census Tract,27001770402,03/2024,0,0.5,0.125,NA
Census Tract,27001770402,04/2024,0,0,0.5,NA
Census Tract,27001770402,05/2024,1,0.5,0.125,NA
Census Tract,27001770402,06/2024,0,0.5,0.125,NA
Census Tract,27001770402,07/2024,0,0,0.25,NA
Census Tract,27001770402,08/2024,0,0,0.5,NA
Census Tract,27001770402,09/2024,1,0.5,0.25,NA
Census Tract,27001770402,10/2024,0,0,0.125,NA
Census Tract,27001770402,11/2024,0,0,0.125,NA
Census Tract,27001770402,12/2024,0,0,0.5,NA
Census Tract,27001770402,01/2025,1,0,0.25,NA
Census Tract,27001770402,02/2025,0,1,0,NA
Census Tract,27001770402,03/2025,0,0.5,0.125,NA
Census Tract,27001770402,04/2025,0,0,0.5,NA
Census Tract,27001770402,05/2025,0,0.5,0.125,NA
Census Tract,27001770402,06/2025,0,0.5,0.125,NA
Census Tract,27001770402,07/2025,0,0,0.25,NA
Census Tract,27001770402,08/2025,0,0,0.5,NA
Census Tract,27001770402,09/2025,0,0.5,0.25,NA
Census Tract,27001770402,10/2025,0,0,0.125,NA
Census Tract,27001770402,11/2025,0,0,0.125,NA
Census Tract,27001770402,12/2025,0,0,0.5,NA
Census Tract,27001770402,01/2026,1,0,,NA
Census Tract,27001770402,02/2026,0,0,,14/02/2026
Census Tract,27001790501,01/2020,0,0.5,0.375,NA
Census Tract,27001790501,02/2020,0,0.5,0,NA
Census Tract,27001790501,03/2020,0,0,0.25,NA
Census Tract,27001790501,04/2020,0,0,0.125,NA
Census Tract,27001790501,05/2020,0,0,0,NA
Census Tract,27001790501,06/2020,0,0,0.25,NA
Census Tract,27001790501,07/2020,0,0,0.125,NA
Census Tract,27001790501,08/2020,0,0.5,0.125,NA
Census Tract,27001790501,09/2020,0,0,0.25,NA
Census Tract,27001790501,10/2020,0,0,0.125,NA
Census Tract,27001790501,11/2020,0,0,0,NA
Census Tract,27001790501,12/2020,0,0,0.25,NA
Census Tract,27001790501,01/2021,0,0.5,0.375,NA
Census Tract,27001790501,02/2021,0,0.5,0,NA
Census Tract,27001790501,03/2021,0,0,0.25,NA
Census Tract,27001790501,04/2021,0,0,0.125,NA
Census Tract,27001790501,05/2021,0,0,0,NA
Census Tract,27001790501,06/2021,0,0,0.25,NA
Census Tract,27001790501,07/2021,0,0,0.125,NA
Census Tract,27001790501,08/2021,0,0.5,0.125,NA
Census Tract,27001790501,09/2021,0,0,0.25,NA
Census Tract,27001790501,10/2021,0,0,0.125,NA
Census Tract,27001790501,11/2021,1,0,0,NA
Census Tract,27001790501,12/2021,0,0,0.25,NA
Census Tract,27001790501,01/2022,0,0.5,0.375,NA
Census Tract,27001790501,02/2022,0,0.5,0,NA
Census Tract,27001790501,03/2022,0,0,0.25,NA
Census Tract,27001790501,04/2022,1,0,0.125,NA
Census Tract,27001790501,05/2022,0,0,0,NA
Census Tract,27001790501,06/2022,0,0,0.25,NA
Census Tract,27001790501,07/2022,0,0,0.125,NA
Census Tract,27001790501,08/2022,0,0.5,0.125,NA
Census Tract,27001790501,09/2022,1,0,0.25,NA
Census Tract,27001790501,10/2022,0,0,0.125,NA
Census Tract,27001790501,11/2022,0,0,0,NA
Census Tract,27001790501,12/2022,0,0,0.25,NA
Census Tract,27001790501,01/2023,0,0.5,0.375,NA
Census Tract,27001790501,02/2023,0,0.5,0,NA
Census Tract,27001790501,03/2023,0,0,0.25,NA
Census Tract,27001790501,04/2023,0,0,0.125,NA
Census Tract,27001790501,05/2023,0,0,0,NA
Census Tract,27001790501,06/2023,0,0,0.25,NA
Census Tract,27001790501,07/2023,0,0,0.125,NA
Census Tract,27001790501,08/2023,0,0.5,0.125,NA
Census Tract,27001790501,09/2023,0,0,0.25,NA
Census Tract,27001790501,10/2023,0,0,0.125,NA
Census Tract,27001790501,11/2023,0,0,0,NA
Census Tract,27001790501,12/2023,0,0,0.25,NA
Census Tract,27001790501,01/2024,1,0.5,0.375,NA
Census Tract,27001790501,02/2024,1,0.5,0,NA
Census Tract,27001790501,03/2024,0,0,0.25,NA
Census Tract,27001790501,04/2024,0,0,0.125,NA
Census Tract,27001790501,05/2024,0,0,0,NA
Census Tract,27001790501,06/2024,0,0,0.25,NA
Census Tract,27001790501,07/2024,0,0,0.125,NA
Census Tract,27001790501,08/2024,0,0.5,0.125,NA
Census Tract,27001790501,09/2024,0,0,0.25,NA
Census Tract,27001790501,10/2024,0,0,0.125,NA
Census Tract,27001790501,11/2024,0,0,0,NA
Census Tract,27001790501,12/2024,0,0,0.25,NA
Census Tract,27001790501,01/2025,0,0.5,0.375,NA
Census Tract,27001790501,02/2025,0,0.5,0,NA
Census Tract,27001790501,03/2025,0,0,0.25,NA
Census Tract,27001790501,04/2025,0,0,0.125,NA
Census Tract,27001790501,05/2025,0,0,0,NA
Census Tract,27001790501,06/2025,0,0,0.25,NA
Census Tract,27001790501,07/2025,0,0,0.125,NA
Census Tract,27001790501,08/2025,0,0.5,0.125,NA
Census Tract,27001790501,09/2025,0,0,0.25,NA
Census Tract,27001790501,10/2025,1,0,0.125,NA
Census Tract,27001790501,11/2025,0,0,0,NA
Census Tract,27001790501,12/2025,0,0,0.25,NA
Census Tract,27001790501,01/2026,0,0.5,,NA
Census Tract,27001790501,02/2026,0,0.5,,14/02/2026
Census Tract,27001790503,01/2020,0,0.5,0,NA
Census Tract,27001790503,02/2020,0,0,0.125,NA
Census Tract,27001790503,03/2020,0,0,0,NA
Census Tract,27001790503,04/2020,0,1,0.25,NA
Census Tract,27001790503,05/2020,0,0.5,0,NA
Census Tract,27001790503,06/2020,0,0,0,NA
Census Tract,27001790503,07/2020,0,0,0.25,NA
Census Tract,27001790503,08/2020,0,0.5,0,NA
Census Tract,27001790503,09/2020,1,0,0,NA
Census Tract,27001790503,10/2020,0,0,0,NA
Census Tract,27001790503,11/2020,0,0,0.125,NA
Census Tract,27001790503,12/2020,0,0,0,NA
Census Tract,27001790503,01/2021,0,0.5,0,NA
Census Tract,27001790503,02/2021,0,0,0.125,NA
Census Tract,27001790503,03/2021,0,0,0,NA
Census Tract,27001790503,04/2021,0,1,0.25,NA
Census Tract,27001790503,05/2021,0,0.5,0,NA
Census Tract,27001790503,06/2021,0,0,0,NA
Census Tract,27001790503,07/2021,0,0,0.25,NA
Census Tract,27001790503,08/2021,0,0.5,0,NA
Census Tract,27001790503,09/2021,0,0,0,NA
Census Tract,27001790503,10/2021,0,0,0,NA
Census Tract,27001790503,11/2021,0,0,0.125,NA
Census Tract,27001790503,12/2021,0,0,0,NA
Census Tract,27001790503,01/2022,0,0.5,0,NA
Census Tract,27001790503,02/2022,1,0,0.125,NA
Census Tract,27001790503,03/2022,0,0,0,NA
Census Tract,27001790503,04/2022,0,1,0.25,NA
Census Tract,27001790503,05/2022,1,0.5,0,NA
Census Tract,27001790503,06/2022,0,0,0,NA
Census Tract,27001790503,07/2022,0,0,0.25,NA
Census Tract,27001790503,08/2022,0,0.5,0,NA
Census Tract,27001790503,09/2022,0,0,0,NA
Census Tract,27001790503,10/2022,0,0,0,NA
Census Tract,27001790503,11/2022,0,0,0.125,NA
Census Tract,27001790503,12/2022,0,0,0,NA
Census Tract,27001790503,01/2023,0,0.5,0,NA
Census Tract,27001790503,02/2023,0,0,0.125,NA
Census Tract,27001790503,03/2023,0,0,0,NA
Census Tract,27001790503,04/2023,0,1,0.25,NA
Census Tract,27001790503,05/2023,0,0.5,0,NA
Census Tract,27001790503,06/2023,0,0,0,NA
Census Tract,27001790503,07/2023,0,0,0.25,NA
Census Tract,27001790503,08/2023,1,0.5,0,NA
Census Tract,27001790503,09/2023,0,0,0,NA
Census Tract,27001790503,10/2023,0,0,0,NA
Census Tract,27001790503,11/2023,0,0,0.125,NA
Census Tract,27001790503,12/2023,0,0,0,NA
Census Tract,27001790503,01/2024,1,0.5,0,NA
Census Tract,27001790503,02/2024,0,0,0.125,NA
Census Tract,27001790503,03/2024,0,0,0,NA
Census Tract,27001790503,04/2024,1,1,0.25,NA
Census Tract,27001790503,05/2024,1,0.5,0,NA
Census Tract,27001790503,06/2024,0,0,0,NA
Census Tract,27001790503,07/2024,0,0,0.25,NA
Census Tract,27001790503,08/2024,0,0.5,0,NA
Census Tract,27001790503,09/2024,0,0,0,NA
Census Tract,27001790503,10/2024,0,0,0,NA
Census Tract,27001790503,11/2024,0,0,0.125,NA
Census Tract,27001790503,12/2024,0,0,0,NA
Census Tract,27001790503,01/2025,0,0.5,0,NA
Census Tract,27001790503,02/2025,0,0,0.125,NA
Census Tract,27001790503,03/2025,0,0,0,NA
Census Tract,27001790503,04/2025,0,1,0.25,NA
Census Tract,27001790503,05/2025,0,0.5,0,NA
Census Tract,27001790503,06/2025,0,0,0,NA
Census Tract,27001790503,07/2025,0,0,0.25,NA
Census Tract,27001790503,08/2025,0,0.5,0,NA
Census Tract,27001790503,09/2025,0,0,0,NA
Census Tract,27001790503,10/2025,0,0,0,NA
Census Tract,27001790503,11/2025,0,0,0.125,NA
Census Tract,27001790503,12/2025,0,0,0,NA
Census Tract,27001790503,01/2026,0,0.5,,NA
Census Tract,27001790503,02/2026,0,0,,14/02/2026
