position,time_period,end_date,xplaintiff,xstreet_clean,filings,top100,lat,lon
81,2025-02-01,2026-01-31,"BRIDGE PROPERTY MANAGEMENT COMPANY, A NONPROFIT CORPORATION OF CALIFORNIA",1650 NW 13TH AVE,20,0.218,45.534828,-122.684364
82,2025-02-01,2026-01-31,APARTMENT MANAGEMENT CONSULTANTS LLC,16100 SW CENTURY DR,20,0.218,45.365548,-122.845396
83,2025-02-01,2026-01-31,NALS ARBORY 106 LP,9255 NE ROCKSPRING ST,20,0.218,45.531995,-122.884118
84,2025-02-01,2026-01-31,REACH COMMUNITY DEVELOPMENT INC.,5005 SE 72ND AVE,20,0.218,45.486333,-122.589376
85,2025-02-01,2026-01-31,AVENUE5 RESIDENTIAL LLC,15928 NE SANDY BLVD,20,0.218,45.549129,-122.498937
86,2025-02-01,2026-01-31,CONAM MANAGEMENT CORPORATION,465 NE DAVIS ST,20,0.218,45.524477,-122.66108
87,2025-02-01,2026-01-31,TUALATIN MEADOWS APARTMENTS LLC,18755 SW 90TH AVE,20,0.218,45.384707,-122.773307
88,2025-02-01,2026-01-31,WY'EAST PLAZA,12370 SE ASH ST,20,0.218,45.52114,-122.535797
89,2025-02-01,2026-01-31,"BRIDGE PROPERTY MANAGEMENT COMPANY, A NONPROFIT CORPORATION OF CALIFORNIA",2711 W POWELL BLVD,20,0.218,45.496158,-122.461078
90,2025-02-01,2026-01-31,PINEHURST MANAGEMENT LLC,1828 NE 66TH AVE,19,0.218,45.535955,-122.595294
91,2025-02-01,2026-01-31,TRION PROPERTIES INC.,6300 SW 188TH CT,19,0.218,45.474778,-122.87164
92,2025-02-01,2026-01-31,SIR COLUMBIA KNOLL ASSOCIATES LP,8224 NE SANDY BLVD,19,0.218,45.552019,-122.577155
93,2025-02-01,2026-01-31,BEVERLY GROVE APARTMENTS,1820 NE 104TH AVE,19,0.218,45.535451,-122.554746
94,2025-02-01,2026-01-31,CR RIVERCREST MEADOWS COMMUNITIES LLC,11865 SW TUALATIN RD,19,0.218,45.392177,-122.798584
95,2025-02-01,2026-01-31,RALEIGH SCHOLLS APARTMENTS INC,5110 SW SCHOLLS FERRY RD,19,0.218,45.482925,-122.754958
96,2025-02-01,2026-01-31,LEGACY PROPERTY MANAGEMENT,201 NE 148TH AVE,19,0.218,45.524247,-122.511312
97,2025-02-01,2026-01-31,RUSSELL HOSNER LLC,13787 SW FARMINGTON RD,18,0.218,45.488133,-122.818341
98,2025-02-01,2026-01-31,APARTMENT MANAGEMENT CONSULTANTS LLC,11368 SW BULL MOUNTAIN RD,18,0.218,45.413423,-122.793285
99,2025-02-01,2026-01-31,LAG COURTYARDS LLC,20454 NE SANDY BLVD,18,0.218,45.543565,-122.451994
100,2025-02-01,2026-01-31,STERLING POINTE APARTMENTS,14400 SW TEAL BLVD,18,0.218,45.440202,-122.824815
